Expected_jobs,Actual_jobs,City,State
62,66,Saint Andrews,New Brunswick
554,10,Saint John,New Brunswick
47,1,Saint-Léonard,New Brunswick
11,10,Saint-Quentin,New Brunswick
1025,43,Shediac,New Brunswick
27,0,Shippagan,New Brunswick
0,0,Shippegan,New Brunswick
40,5,St. George,New Brunswick
0,0,St. Leonard,New Brunswick
48,5,St. Stephen,New Brunswick
73,59,Sussex,New Brunswick
33,29,Tracadie-Sheila,New Brunswick
63,29,Woodstock,New Brunswick
224,198,Abercorn,Quebec
171,164,Acton Vale,Quebec
1103,737,Adamsville,Quebec
0,0,Ahuntsic-Cartierville,Quebec
58,55,Albanel,Quebec
123,120,Alma,Quebec
98,81,Amos,Quebec
26,24,Amqui,Quebec
0,0,Andréville,Quebec
1452,357,Ange-Gardien,Quebec
4,4,Angliers,Quebec
27502,1043,Anjou,Quebec
27502,7,Anjou,Quebec
27514,1043,Anjou,Quebec
27514,7,Anjou,Quebec
0,0,Annaville,Quebec
12,14,Armagh,Quebec
596,467,Arthabaska,Quebec
124,87,Asbestos,Quebec
466,22,Aston-Jonction,Quebec
25586,576,Auteuil,Quebec
401,356,Ayer's Cliff,Quebec
0,0,Ayersville,Quebec
7835,1010,Aylmer,Quebec
108,102,Baie-Comeau,Quebec
9564,702,Baie-D'Urfé,Quebec
89,81,Baie-Saint-Paul,Quebec
5,6,Baie-Trinité,Quebec
430,329,Baie-de-Shawinigan,Quebec
0,0,Baieville,Quebec
267,233,Barkmere,Quebec
0,1,Barraute,Quebec
1,0,Barville,Quebec
21481,5,Beaconsfield,Quebec
506,449,Beauceville,Quebec
0,0,Beauceville-Est,Quebec
4580,54,Beauharnois,Quebec
353,287,Beaulac,Quebec
0,0,Beaulieu,Quebec
6851,1029,Beauport,Quebec
6851,5,Beauport,Quebec
6851,1029,Beauport,Quebec
6851,5,Beauport,Quebec
65,49,Beaupré,Quebec
267,11,Bedford,Quebec
0,0,Beebe Plain,Quebec
0,0,Belle-Plage,Quebec
2,2,Bellefeuille,Quebec
2,0,Belleterre,Quebec
5242,954,Beloeil,Quebec
0,0,Bernierville,Quebec
807,661,Berthierville,Quebec
51,50,Bishopton,Quebec
0,0,Black Lake,Quebec
9285,551,Blainville,Quebec
24937,12,Bois-des-Filion,Quebec
24021,17,Boisbriand,Quebec
50,36,Bonaventure,Quebec
409,2,Brome,Quebec
1005,1,Bromont,Quebec
1144,891,Brompton,Quebec
1200,3,Bromptonville,Quebec
25940,417,Brossard,Quebec
237,215,Brownsburg,Quebec
237,2,Brownsburg-Chatham,Quebec
66,61,Bryson,Quebec
1538,51,Buckingham,Quebec
905,635,Bécancour,Quebec
25,22,Cabano,Quebec
21,21,Cadillac,Quebec
0,0,Calumet,Quebec
0,0,Calumet,Quebec
0,0,Calumet,Quebec
0,0,Calumet,Quebec
32,1,Campbell's Bay,Quebec
24246,10,Candiac,Quebec
15,13,Cap-Chat,Quebec
6891,65,Cap-Rouge,Quebec
231,200,Cap-Santé,Quebec
11,13,Cap-aux-Meules,Quebec
926,1,Cap-de-la-Madeleine,Quebec
0,0,Cap-à-l'Aigle,Quebec
18845,5,Carignan,Quebec
506,7,Carillon,Quebec
84,59,Carleton,Quebec
0,0,Carleton--Saint-Omer,Quebec
0,0,Cascades-Point,Quebec
27,4,Causapscal,Quebec
18356,5,Chambly,Quebec
15,14,Chandler,Quebec
8,11,Chapais,Quebec
188,179,Chapeau,Quebec
20433,438,Charlemagne,Quebec
6851,5,Charlesbourg,Quebec
6851,9,Charlesbourg,Quebec
6851,5,Charlesbourg,Quebec
6851,9,Charlesbourg,Quebec
6857,12,Charny,Quebec
57,54,Chibougamau,Quebec
619,479,Chicoutimi,Quebec
619,4,Chicoutimi,Quebec
619,479,Chicoutimi,Quebec
619,4,Chicoutimi,Quebec
4,5,Chomedey,Quebec
109,0,Chute-aux-Outardes,Quebec
4368,8,Château-Richer,Quebec
23592,34,Châteauguay,Quebec
21330,5,Châteauguay-Centre,Quebec
0,0,Châteauguay-Heights,Quebec
32,24,Chénéville,Quebec
167,123,Clarenceville,Quebec
95,83,Clermont,Quebec
127,28,Coaticook,Quebec
1150,0,Compton,Quebec
1322,30,Contrecoeur,Quebec
888,3,Cookshire,Quebec
897,1,Cookshire-Eaton,Quebec
1050,733,Coteau-Landing,Quebec
1145,1,Coteau-Station,Quebec
1039,0,Cowansville,Quebec
27152,12,Côte-Saint-Luc,Quebec
0,0,Côte-des-Neiges--Notre-Dame-de-Grâce,Quebec
132,0,Danville,Quebec
489,0,Daveluyville,Quebec
21677,1,Delson,Quebec
77,68,Desbiens,Quebec
0,0,Deschaillons,Quebec
75,15,Deschaillons-sur-Saint-Laurent,Quebec
5,5,Desjardins,Quebec
21426,1,Deux-Montagnes,Quebec
168,147,Disraeli,Quebec
99,0,Dixville,Quebec
53,0,Dolbeau,Quebec
53,0,Dolbeau-Mistassini,Quebec
24616,4,Dollard-Des Ormeaux,Quebec
248,8,Donnacona,Quebec
24,21,Dorion,Quebec
26148,5,Dorval,Quebec
905,686,Drummondville,Quebec
399,0,Dunham,Quebec
13,13,Duparquet,Quebec
28449,0,Duvernay,Quebec
23,4,Dégelis,Quebec
963,0,East Angus,Quebec
563,177,East Broughton Station,Quebec
1046,0,East Farnham,Quebec
0,0,East Hatley,Quebec
379,2,Eastman,Quebec
24451,2,Fabreville,Quebec
1922,101,Farnham,Quebec
91,88,Ferme-Neuve,Quebec
77,77,Fermont,Quebec
1172,2,Fleurimont,Quebec
1172,0,Fleurimont,Quebec
1172,2,Fleurimont,Quebec
1172,0,Fleurimont,Quebec
8,8,Forestville,Quebec
0,0,Fort-Chambly,Quebec
23,1,Fort-Coulonge,Quebec
50,9,Fortierville,Quebec
0,0,Fossambault-sur-le-Lac,Quebec
929,0,Foster,Quebec
0,0,Francoeur,Quebec
56,55,Gaspé,Quebec
7411,3,Gatineau,Quebec
5,0,Godbout,Quebec
5,3,Gracefield,Quebec
5,0,Gracefield,Quebec
5,3,Gracefield,Quebec
5,0,Gracefield,Quebec
1012,0,Granby,Quebec
283,1,Grand-Mère,Quebec
20,5,Grande-Rivière,Quebec
30,26,Grandes-Bergeronnes,Quebec
273,0,Grandes-Piles,Quebec
26301,3,Greenfield Park,Quebec
26301,2,Greenfield Park,Quebec
26301,3,Greenfield Park,Quebec
26301,2,Greenfield Park,Quebec
204,1,Grenville,Quebec
204,0,Grenville,Quebec
204,1,Grenville,Quebec
204,0,Grenville,Quebec
27718,0,Hampstead,Quebec
1378,0,Hatley,Quebec
0,0,Hauterive,Quebec
198,87,Hemmingford,Quebec
802,0,Henryville,Quebec
859,7,Howick,Quebec
2489,0,Hudson,Quebec
7781,5,Hull,Quebec
432,2,Huntingdon,Quebec
15,1,Hébertville-Station,Quebec
2821,1,Iberville,Quebec
243,2,Inverness,Quebec
224,0,Jacques-Cartier,Quebec
875,3,Joliette,Quebec
593,3,Jonquière,Quebec
593,0,Jonquière,Quebec
593,3,Jonquière,Quebec
593,0,Jonquière,Quebec
54,53,Kamouraska,Quebec
172,0,Kingsbury,Quebec
445,0,Kingsey Falls,Quebec
445,0,Kingsey Falls,Quebec
445,0,Kingsey Falls,Quebec
445,0,Kingsey Falls,Quebec
22478,0,Kirkland,Quebec
0,0,Knob-Lake,Quebec
6883,0,L'Ancienne-Lorette,Quebec
6513,0,L'Ange-Gardien,Quebec
64,60,L'Annonciation,Quebec
2807,4,L'Assomption,Quebec
24,20,L'Isle-Verte,Quebec
156,131,L'Islet,Quebec
2809,13,L'Épiphanie,Quebec
21379,0,L'Île-Bizard,Quebec
22588,0,L'Île-Bizard--Sainte-Geneviève,Quebec
4616,2,L'Île-Cadieux,Quebec
26094,2,L'Île-Dorval,Quebec
4909,0,L'Île-Perrot,Quebec
13,1,L'Île-d'Entrée,Quebec
459,3,La Baie,Quebec
459,0,La Baie,Quebec
459,3,La Baie,Quebec
459,0,La Baie,Quebec
0,0,La Cité,Quebec
175,65,La Guadeloupe,Quebec
0,0,La Haute-Saint-Charles,Quebec
31,31,La Malbaie,Quebec
0,0,La Malbaie--Pointe-au-Pic,Quebec
2,2,La Patrie,Quebec
4898,6,La Plaine,Quebec
48,5,La Pocatière,Quebec
25304,2,La Prairie,Quebec
0,0,La Pérade,Quebec
112,0,La Sarre,Quebec
52,54,La Tuque,Quebec
25829,1,LaSalle,Quebec
25829,1,LaSalle,Quebec
25829,1,LaSalle,Quebec
25829,1,LaSalle,Quebec
382,1,Lac-Brome,Quebec
278,0,Lac-Carré,Quebec
0,0,Lac-Delage,Quebec
33,16,Lac-Etchemin,Quebec
82,77,Lac-Mégantic,Quebec
1,0,Lac-Poulin,Quebec
59,1,Lac-Saguay,Quebec
6794,3,Lac-Saint-Charles,Quebec
393,96,Lac-Saint-Joseph,Quebec
205,58,Lac-Sergent,Quebec
27,0,Lac-au-Saumon,Quebec
91,2,Lac-des-Écorces,Quebec
23670,4,Lachenaie,Quebec
25789,1,Lachine,Quebec
25789,0,Lachine,Quebec
25789,1,Lachine,Quebec
25789,0,Lachine,Quebec
531,6,Lachute,Quebec
168,0,Lacolle,Quebec
0,0,Lafontaine,Quebec
917,0,Larochelle,Quebec
609,1,Laterrière,Quebec
12,13,Laurentides,Quebec
0,0,Laurentien,Quebec
126,0,Laurier-Station,Quebec
129,0,Laurierville,Quebec
28500,9,Laval,Quebec
28500,0,Laval,Quebec
28500,9,Laval,Quebec
28500,0,Laval,Quebec
24081,0,Laval-Ouest,Quebec
28317,0,Laval-des-Rapides,Quebec
23510,0,Laval-sur-le-Lac,Quebec
1349,0,Lavaltrie,Quebec
1349,0,Lavaltrie,Quebec
1349,0,Lavaltrie,Quebec
1349,0,Lavaltrie,Quebec
320,2,Lawrenceville,Quebec
4,5,Le Gardeur,Quebec
0,0,Le Mont-Bellevue,Quebec
0,0,Le Plateau-Mont-Royal,Quebec
0,0,Le Sud-Ouest,Quebec
0,0,Le Vieux-Longueuil,Quebec
26906,3,LeMoyne,Quebec
15,14,Lebel-sur-Quévillon,Quebec
106,3,Leclercville,Quebec
1331,0,Lennoxville,Quebec
1331,0,Lennoxville,Quebec
1331,0,Lennoxville,Quebec
1331,0,Lennoxville,Quebec
0,0,Les Becquets,Quebec
0,0,Les Chutes-de-la-Chaudière-Est,Quebec
0,0,Les Chutes-de-la-Chaudière-Ouest,Quebec
1018,2,Les Rivières,Quebec
0,0,Limoilou,Quebec
317,19,Linière,Quebec
27331,6,Longueuil,Quebec
27331,0,Longueuil,Quebec
27331,6,Longueuil,Quebec
27331,0,Longueuil,Quebec
6842,0,Loretteville,Quebec
21610,1,Lorraine,Quebec
45,43,Lorrainville,Quebec
187,98,Louiseville,Quebec
0,0,Luceville,Quebec
21546,0,Léry,Quebec
6873,113,Lévis,Quebec
0,0,MacNider,Quebec
103,0,Macamic,Quebec
1219,2,Magog,Quebec
61,32,Malartic,Quebec
57,56,Maniwaki,Quebec
142,0,Manseau,Quebec
5734,0,Maple Grove,Quebec
50,0,Marbleton,Quebec
4123,2,Marieville,Quebec
0,0,Marsoui,Quebec
9281,0,Mascouche,Quebec
407,0,Maskinongé,Quebec
1916,4,Masson-Angers,Quebec
332,5,Massueville,Quebec
6,6,Matagami,Quebec
84,75,Matane,Quebec
6745,6,McMasterville,Quebec
148,0,Melbourne,Quebec
3563,0,Melocheville,Quebec
16974,1,Mercier,Quebec
0,0,Mercier--Hochelaga-Maisonneuve,Quebec
2956,71,Mirabel,Quebec
51,0,Mistassini,Quebec
0,1,Moisie,Quebec
1112,2,Mont-Gabriel,Quebec
41,39,Mont-Joli,Quebec
90,0,Mont-Laurier,Quebec
1079,1,Mont-Rolland,Quebec
28554,1,Mont-Royal,Quebec
1818,0,Mont-Saint-Grégoire,Quebec
5242,0,Mont-Saint-Hilaire,Quebec
0,0,Mont-Saint-Pierre,Quebec
176,0,Mont-Tremblant,Quebec
26,16,Montauban,Quebec
79,34,Montebello,Quebec
144,0,Montmagny,Quebec
28196,3,Montréal,Quebec
25809,0,Montréal-Est,Quebec
28622,0,Montréal-Nord,Quebec
28622,0,Montréal-Nord,Quebec
28622,0,Montréal-Nord,Quebec
28622,0,Montréal-Nord,Quebec
26781,2,Montréal-Ouest,Quebec
39,30,Murdochville,Quebec
0,0,Mégantic,Quebec
65,14,Métabetchouan,Quebec
131,0,Métabetchouan--Lac-à-la-Croix,Quebec
32,3,Métis-sur-Mer,Quebec
32,0,Métis-sur-Mer,Quebec
32,3,Métis-sur-Mer,Quebec
32,0,Métis-sur-Mer,Quebec
1294,0,Napierville,Quebec
1289,5,Neuville,Quebec
1289,0,Neuville,Quebec
1289,5,Neuville,Quebec
1289,0,Neuville,Quebec
3141,1,New Glasgow,Quebec
56,1,New Richmond,Quebec
965,4,Nicolet,Quebec
555,0,Norbertville,Quebec
77,18,Normandin,Quebec
1379,0,North Hatley,Quebec
0,0,Notre-Dame-d'Hébertville,Quebec
6031,0,Notre-Dame-de-l'Île-Perrot,Quebec
903,0,Notre-Dame-des-Prairies,Quebec
910,2,Notre-Dame-du-Bon-Conseil,Quebec
20,1,Notre-Dame-du-Lac,Quebec
1333,0,Omerville,Quebec
535,3,Ormstown,Quebec
6643,1,Otterburn Park,Quebec
28694,1,Outremont,Quebec
28694,0,Outremont,Quebec
28694,1,Outremont,Quebec
28694,0,Outremont,Quebec
136,52,Papineauville,Quebec
1,1,Parent,Quebec
36,6,Paspébiac,Quebec
9,0,Percé,Quebec
78,0,Philipsburg,Quebec
22819,1,Pierrefonds,Quebec
0,0,Pierrefonds-Roxboro,Quebec
414,0,Pierreville,Quebec
4023,1,Pincourt,Quebec
507,0,Plessisville,Quebec
5,5,Pohénégamook,Quebec
9319,0,Pointe-Calumet,Quebec
23432,1,Pointe-Claire,Quebec
256,0,Pointe-Fortune,Quebec
109,0,Pointe-Lebel,Quebec
0,0,Pointe-au-Pic,Quebec
258,195,Pointe-au-Père,Quebec
34,6,Pointe-aux-Outardes,Quebec
3834,0,Pointe-des-Cascades,Quebec
418,0,Pont-Rouge,Quebec
418,0,Pont-Rouge,Quebec
418,0,Pont-Rouge,Quebec
418,0,Pont-Rouge,Quebec
28618,4,Pont-Viau,Quebec
17,18,Port-Cartier,Quebec
128,115,Portage-du-Fort,Quebec
151,1,Portneuf,Quebec
204,0,Price,Quebec
0,0,Priceville,Quebec
566,0,Princeville,Quebec
1437,21,Prévost,Quebec
128,2,Quyon,Quebec
6874,0,Québec,Quebec
643,16,Rawdon,Quebec
6241,0,Repentigny,Quebec
6536,0,Richelieu,Quebec
150,0,Richmond,Quebec
776,0,Rigaud,Quebec
236,0,Rimouski,Quebec
0,0,Rimouski-Est,Quebec
51,1,Ripon,Quebec
521,2,Rivière-Beaudette,Quebec
64,1,Rivière-Rouge,Quebec
24883,0,Rivière-des-Prairies--Pointe-aux-Trembles,Quebec
281,236,Rivière-du-Loup,Quebec
20,0,Rivière-à-Pierre,Quebec
0,0,Robertsonville,Quebec
113,2,Roberval,Quebec
1344,0,Rock Forest,Quebec
40,1,Rock Island,Quebec
0,0,Rosemont--La Petite-Patrie,Quebec
25146,0,Rosemère,Quebec
2743,2,Rougemont,Quebec
186,175,Rouyn-Noranda,Quebec
25478,0,Roxboro,Quebec
245,0,Roxton Falls,Quebec
842,0,Roxton Pond,Quebec
186,0,Sacré-Coeur-de-Jésus,Quebec
615,3,Saguenay,Quebec
0,0,Saint-Agapitville,Quebec
82,0,Saint-Alban,Quebec
1302,1,Saint-Alexandre,Quebec
1445,2,Saint-Alexis,Quebec
280,0,Saint-André,Quebec
70,0,Saint-André-Avellin,Quebec
568,1,Saint-André-Est,Quebec
0,0,Saint-André-d'Acton-Vale,Quebec
14,0,Saint-André-du-Lac-Saint-Jean,Quebec
1584,721,Saint-Anselme,Quebec
1309,1,Saint-Antoine,Quebec
40,39,Saint-Augustin,Quebec
6906,0,Saint-Augustin-de-Desmaures,Quebec
169,0,Saint-Basile,Quebec
0,0,Saint-Basile-Sud,Quebec
19452,1,Saint-Basile-le-Grand,Quebec
4250,0,Saint-Benoît,Quebec
551,4,Saint-Bernard,Quebec
432,1,Saint-Boniface-de-Shawinigan,Quebec
0,0,Saint-Casimir-Est,Quebec
23360,1,Saint-Charles,Quebec
3275,1,Saint-Charles-sur-Richelieu,Quebec
223,0,Saint-Chrysostome,Quebec
23597,6,Saint-Constant,Quebec
76,0,Saint-Cyrille,Quebec
76,0,Saint-Cyrille,Quebec
76,0,Saint-Cyrille,Quebec
76,0,Saint-Cyrille,Quebec
0,0,Saint-Cyrille-de-Normandin,Quebec
930,0,Saint-Célestin,Quebec
2985,5,Saint-Césaire,Quebec
1950,7,Saint-Damase,Quebec
1372,1,Saint-Denis,Quebec
0,0,Saint-Denis-de-Richelieu,Quebec
508,1,Saint-Elzéar,Quebec
11109,0,Saint-Eustache,Quebec
128,0,Saint-Flavien,Quebec
25158,0,Saint-François,Quebec
398,0,Saint-François-du-Lac,Quebec
92,0,Saint-Félicien,Quebec
619,16,Saint-Félix-de-Valois,Quebec
115,53,Saint-Gabriel,Quebec
479,3,Saint-Georges,Quebec
479,0,Saint-Georges,Quebec
479,3,Saint-Georges,Quebec
479,0,Saint-Georges,Quebec
0,0,Saint-Georges-de-Cacouna,Quebec
76,0,Saint-Georges-de-Windsor,Quebec
967,1,Saint-Germain-de-Grantham,Quebec
0,0,Saint-Grégoire-de-Greenlay,Quebec
891,1,Saint-Guillaume,Quebec
27,1,Saint-Gérard,Quebec
0,0,Saint-Hilaire-sur-Richelieu,Quebec
26008,1,Saint-Hubert,Quebec
26008,0,Saint-Hubert,Quebec
26008,1,Saint-Hubert,Quebec
26008,0,Saint-Hubert,Quebec
1146,532,Saint-Hyacinthe,Quebec
1883,2,Saint-Isidore,Quebec
1288,4,Saint-Jacques,Quebec
6822,0,Saint-Jean-Chrysostome,Quebec
0,0,Saint-Jean-de-Boischatel,Quebec
3812,273,Saint-Jean-sur-Richelieu,Quebec
409,0,Saint-Joseph-de-Beauce,Quebec
479,2,Saint-Joseph-de-Sorel,Quebec
82,1,Saint-Joseph-de-la-Rive,Quebec
168,0,Saint-Jovite,Quebec
2716,5,Saint-Jérôme,Quebec
26586,1,Saint-Lambert,Quebec
28115,2,Saint-Laurent,Quebec
28115,0,Saint-Laurent,Quebec
28115,2,Saint-Laurent,Quebec
28115,0,Saint-Laurent,Quebec
1916,1,Saint-Lazare,Quebec
735,0,Saint-Liboire,Quebec
2820,0,Saint-Lin--Laurentides,Quebec
919,0,Saint-Louis-de-France,Quebec
117,0,Saint-Luc,Quebec
98,3,Saint-Ludger,Quebec
28515,6,Saint-Léonard,Quebec
28515,0,Saint-Léonard,Quebec
28515,6,Saint-Léonard,Quebec
28515,0,Saint-Léonard,Quebec
189,1,Saint-Léonard-d'Aston,Quebec
101,0,Saint-Marc-des-Carrières,Quebec
1111,0,Saint-Maurice,Quebec
6836,5,Saint-Nicolas,Quebec
921,1,Saint-Nicéphore,Quebec
6,0,Saint-Noël,Quebec
526,0,Saint-Ours,Quebec
13,12,Saint-Pamphile,Quebec
20,0,Saint-Pascal,Quebec
159,5,Saint-Paulin,Quebec
2032,0,Saint-Pie,Quebec
855,0,Saint-Pierre,Quebec
855,2,Saint-Pierre,Quebec
855,0,Saint-Pierre,Quebec
855,2,Saint-Pierre,Quebec
1637,2,Saint-Placide,Quebec
1039,1,Saint-Polycarpe,Quebec
132,2,Saint-Raphaël,Quebec
114,1,Saint-Raymond,Quebec
6861,0,Saint-Romuald,Quebec
6846,0,Saint-Rédempteur,Quebec
3943,3,Saint-Rémi,Quebec
1111,1,Saint-Sauveur,Quebec
1104,0,Saint-Sauveur-des-Monts,Quebec
14,6,Saint-Siméon,Quebec
299,0,Saint-Sylvestre,Quebec
1439,0,Saint-Timothée,Quebec
244,8,Saint-Tite,Quebec
84,6,Saint-Ulric,Quebec
184,0,Saint-Vallier,Quebec
26555,1,Saint-Victor,Quebec
28025,2,Saint-Vincent-de-Paul,Quebec
189,0,Saint-Wenceslas,Quebec
280,0,Saint-Zacharie,Quebec
1015,0,Saint-Zotique,Quebec
6837,0,Saint-Émile,Quebec
0,0,Saint-Éphrem-de-Tring,Quebec
1077,1,Sainte-Adèle,Quebec
372,2,Sainte-Agathe,Quebec
0,0,Sainte-Agathe-Sud,Quebec
372,1,Sainte-Agathe-des-Monts,Quebec
37,1,Sainte-Angèle-de-Mérici,Quebec
0,0,Sainte-Angèle-de-Rimouski,Quebec
97,0,Sainte-Anne-de-Beaupré,Quebec
6228,0,Sainte-Anne-de-Bellevue,Quebec
13,0,Sainte-Anne-des-Monts,Quebec
14,1,Sainte-Anne-des-Monts--Tourelle,Quebec
7452,4,Sainte-Anne-des-Plaines,Quebec
7,0,Sainte-Anne-du-Lac,Quebec
25614,0,Sainte-Catherine,Quebec
817,1,Sainte-Catherine-de-la-Jacques-Cartier,Quebec
0,0,Sainte-Clothilde-de-Horton,Quebec
99,0,Sainte-Clotilde-de-Horton,Quebec
207,0,Sainte-Croix,Quebec
25534,0,Sainte-Dorothée,Quebec
6877,0,Sainte-Foy,Quebec
0,0,Sainte-Foy--Sillery,Quebec
84,0,Sainte-Félicité,Quebec
22574,1,Sainte-Geneviève,Quebec
40,1,Sainte-Jeanne-d'Arc,Quebec
19969,6,Sainte-Julie,Quebec
2565,0,Sainte-Madeleine,Quebec
428,1,Sainte-Marguerite--Estérel,Quebec
451,0,Sainte-Marguerite-du-Lac-Masson,Quebec
563,1,Sainte-Marie,Quebec
563,0,Sainte-Marie,Quebec
563,1,Sainte-Marie,Quebec
563,0,Sainte-Marie,Quebec
916,2,Sainte-Marthe-du-Cap,Quebec
10351,0,Sainte-Marthe-sur-le-Lac,Quebec
917,0,Sainte-Monique,Quebec
50,0,Sainte-Philomène,Quebec
842,0,Sainte-Pudentienne,Quebec
6803,1,Sainte-Pétronille,Quebec
762,1,Sainte-Rosalie,Quebec
25432,1,Sainte-Rose,Quebec
2885,0,Sainte-Scholastique,Quebec
29,4,Sainte-Thècle,Quebec
23097,0,Sainte-Thérèse,Quebec
1078,0,Sainte-Véronique,Quebec
1251,1,Salaberry-de-Valleyfield,Quebec
0,0,Sault-au-Mouton,Quebec
96,8,Sawyerville,Quebec
5,5,Schefferville,Quebec
2,0,Scotstown,Quebec
64,0,Scott,Quebec
3,3,Senneterre,Quebec
6565,0,Senneville,Quebec
139,138,Sept-Îles,Quebec
315,0,Shawinigan,Quebec
1001,0,Shawinigan-Sud,Quebec
116,5,Shawville,Quebec
1008,0,Shefford-Ouest,Quebec
1363,0,Sherbrooke,Quebec
6839,0,Sillery,Quebec
474,0,Sorel,Quebec
479,1,Sorel-Tracy,Quebec
269,2,Stanstead,Quebec
41,0,Stanstead Plain,Quebec
491,0,Stukely-Sud,Quebec
341,1,Sutton,Quebec
27,0,Tadoussac,Quebec
9,4,Taschereau,Quebec
23390,4,Terrebonne,Quebec
201,5,Thetford Mines,Quebec
230,5,Thurso,Quebec
6,3,Tracy,Quebec
428,0,Tring-Jonction,Quebec
13,1,Trois-Pistoles,Quebec
956,2,Trois-Rivières,Quebec
950,0,Trois-Rivières-Ouest,Quebec
5,5,Témiscaming,Quebec
738,0,Upton,Quebec
90,0,Val-Barrette,Quebec
26,0,Val-Brillant,Quebec
6855,0,Val-Bélair,Quebec
379,0,Val-David,Quebec
0,0,Val-Jalbert,Quebec
279,222,Val-d'Or,Quebec
118,0,Valcourt,Quebec
513,0,Vallée-Jonction,Quebec
18,20,Vanier,Quebec
21767,1,Varennes,Quebec
3804,2,Vaudreuil,Quebec
3804,0,Vaudreuil-Dorion,Quebec
3795,0,Vaudreuil-sur-le-Lac,Quebec
26639,1,Verdun,Quebec
26639,0,Verdun,Quebec
26639,1,Verdun,Quebec
26639,0,Verdun,Quebec
613,0,Victoriaville,Quebec
46,0,Ville-Marie,Quebec
46,0,Ville-Marie,Quebec
46,0,Ville-Marie,Quebec
46,0,Ville-Marie,Quebec
0,0,Villeray--Saint-Michel--Parc-Extension,Quebec
3,4,Vimont,Quebec
1136,7,Wakefield,Quebec
850,1,Warden,Quebec
533,1,Warwick,Quebec
949,0,Waterloo,Quebec
1359,0,Waterville,Quebec
0,0,Weedon Centre,Quebec
27680,0,Westmount,Quebec
0,0,Wickham West,Quebec
0,0,Wickham-Ouest,Quebec
1100,1,Windsor,Quebec
0,0,Wottonville,Quebec
5,0,Wright-Gracefield-Northfield,Quebec
925,0,Yamachiche,Quebec
365,0,Yamaska,Quebec
362,0,Yamaska-Est,Quebec
0,0,Île-Cadieux,Quebec
4908,0,Île-Perrot,Quebec
0,0,Îles-Laval,Quebec
4650,1007,Ajax,Ontario
1986,1012,Albion,Ontario
0,0,"Alliston, Beeton, Tecumseth and Tottenham",Ontario
1118,1001,Amherstburg,Ontario
91,12,Arnprior,Ontario
7285,870,Aurora,Ontario
7285,0,Aurora,Ontario
7285,870,Aurora,Ontario
7285,0,Aurora,Ontario
391,376,Aylmer,Ontario
29,30,Bancroft,Ontario
1477,992,Barrie,Ontario
657,584,Belleville,Ontario
0,0,Berlin,Ontario
34,33,Blind River,Ontario
307,295,Blue Mountains,Ontario
153,143,Bluewater,Ontario
70,57,Bosanquet,Ontario
347,336,Bracebridge,Ontario
